level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3445	4875	-1	
2	1	1	0	0	0	0	0	3444	803	-1	
3	1	1	1	0	0	0	0	3444	803	-1	
4	1	1	1	1	0	0	0	3444	803	-1	
5	1	1	1	1	1	0	0	3444	803	95.000000	     
2	1	2	0	0	0	710	600	2042	90	-1	
3	1	2	1	0	0	710	600	2043	90	-1	
4	1	2	1	1	0	710	600	2042	90	-1	
5	1	2	1	1	1	710	600	495	66	96.033104	PRESIDENTIAL
5	1	2	1	1	2	1225	614	329	59	96.096550	ELECTION
5	1	2	1	1	3	1577	621	300	56	96.330811	RESULTS
5	1	2	1	1	4	1898	625	85	52	96.536880	AT
5	1	2	1	1	5	2003	626	130	55	96.103836	THE
5	1	2	1	1	6	2156	629	286	57	96.212868	POLLING
5	1	2	1	1	7	2462	631	290	59	96.007942	STATION
2	1	3	0	0	0	0	797	246	102	-1	
3	1	3	1	0	0	0	797	246	102	-1	
4	1	3	1	1	0	0	797	246	102	-1	
5	1	3	1	1	1	0	797	246	102	95.000000	   
2	1	4	0	0	0	242	818	1350	269	-1	
3	1	4	1	0	0	243	818	1349	130	-1	
4	1	4	1	1	0	246	818	1346	65	-1	
5	1	4	1	1	1	246	818	127	40	46.739082	Narre
5	1	4	1	1	2	392	827	35	33	88.868187	of
5	1	4	1	1	3	446	827	149	48	15.503555	Polling
5	1	4	1	1	4	614	833	131	35	68.996086	Station
5	1	4	1	1	5	784	827	131	46	55.413670	MUTAN
5	1	4	1	1	6	929	831	231	48	91.842644	DISPENSARY
5	1	4	1	1	7	1173	833	153	36	94.767036	POLLING
5	1	4	1	1	8	1340	838	152	45	92.888908	STATION
5	1	4	1	1	9	1512	842	7	29	72.073112	1
5	1	4	1	1	10	1534	842	31	31	72.073112	of
5	1	4	1	1	11	1576	844	16	31	91.254189	3
4	1	4	1	2	0	243	891	806	57	-1	
5	1	4	1	2	1	243	891	113	36	18.823097	Ward
5	1	4	1	2	2	717	939	33	2	56.980900	__
5	1	4	1	2	3	784	901	265	47	0.000000	KIAMWANG!
3	1	4	2	0	0	244	958	850	61	-1	
4	1	4	2	1	0	244	958	850	61	-1	
5	1	4	2	1	1	244	958	278	48	44.118061	Constitvency
5	1	4	2	1	2	583	1006	3	3	78.638329	_
5	1	4	2	1	3	783	970	174	47	89.139816	GATUNDU
5	1	4	2	1	4	971	973	123	46	68.793091	SOUTH
3	1	4	3	0	0	242	1031	673	56	-1	
4	1	4	3	1	0	242	1031	673	56	-1	
5	1	4	3	1	1	242	1031	146	48	58.999027	Cainty
5	1	4	3	1	2	717	1082	16	1	20.264542	__
5	1	4	3	1	3	755	1044	160	43	30.292213	RIAMBD
2	1	5	0	0	0	2585	863	478	41	-1	
3	1	5	1	0	0	2585	863	478	41	-1	
4	1	5	1	1	0	2585	863	478	41	-1	
5	1	5	1	1	1	2585	867	101	37	94.373497	Code
5	1	5	1	1	2	2768	863	94	37	4.619492	221)
5	1	5	1	1	3	2877	864	186	36	51.687893	055100501
2	1	6	0	0	0	0	899	3444	2719	-1	
3	1	6	1	0	0	0	899	3444	2719	-1	
4	1	6	1	1	0	0	899	3444	131	-1	
5	1	6	1	1	1	0	922	100	23	95.000000	 
5	1	6	1	1	2	3360	899	84	131	95.000000	    
4	1	6	1	2	0	3360	1030	84	99	-1	
5	1	6	1	2	1	3360	1030	84	99	95.000000	   
4	1	6	1	3	0	3362	1129	82	143	-1	
5	1	6	1	3	1	3362	1129	82	143	95.000000	   
4	1	6	1	4	0	3362	1272	82	268	-1	
5	1	6	1	4	1	3362	1272	82	268	95.000000	   
4	1	6	1	5	0	3362	1540	82	721	-1	
5	1	6	1	5	1	3362	1540	82	721	95.000000	   
4	1	6	1	6	0	3366	2261	78	94	-1	
5	1	6	1	6	1	3366	2261	78	94	95.000000	  
4	1	6	1	7	0	3366	2355	78	316	-1	
5	1	6	1	7	1	3366	2355	78	316	95.000000	   
4	1	6	1	8	0	3366	2679	78	124	-1	
5	1	6	1	8	1	3366	2679	78	124	95.000000	   
4	1	6	1	9	0	3366	2803	78	115	-1	
5	1	6	1	9	1	3366	2803	78	115	95.000000	       
4	1	6	1	10	0	3364	2951	80	133	-1	
5	1	6	1	10	1	3364	2951	80	133	95.000000	    
4	1	6	1	11	0	3364	3084	80	192	-1	
5	1	6	1	11	1	3364	3084	80	192	95.000000	   
4	1	6	1	12	0	3364	3276	80	86	-1	
5	1	6	1	12	1	3364	3276	80	86	95.000000	     
4	1	6	1	13	0	3364	3384	80	150	-1	
5	1	6	1	13	1	3364	3384	80	150	95.000000	  
4	1	6	1	14	0	3364	3534	80	84	-1	
5	1	6	1	14	1	3364	3534	80	84	95.000000	  
2	1	7	0	0	0	2585	938	257	107	-1	
3	1	7	1	0	0	2585	938	257	107	-1	
4	1	7	1	1	0	2585	938	257	37	-1	
5	1	7	1	1	1	2585	942	103	33	60.659046	(ice
5	1	7	1	1	2	2768	938	74	29	43.920952	0654
4	1	7	1	2	0	2585	1008	236	37	-1	
5	1	7	1	2	1	2585	1012	102	33	80.549133	Lode
5	1	7	1	2	2	2775	1008	46	28	44.638634	mn
2	1	8	0	0	0	2584	1083	241	32	-1	
3	1	8	1	0	0	2584	1083	241	32	-1	
4	1	8	1	1	0	2600	1083	214	12	-1	
5	1	8	1	1	1	2600	1083	4	4	37.945076	.
5	1	8	1	1	2	2790	1083	24	12	39.257042	9°
4	1	8	1	2	0	2584	1083	241	32	-1	
5	1	8	1	2	1	2584	1083	102	32	34.241837	Cael
5	1	8	1	2	2	2768	1083	57	27	53.686348	Ne?
2	1	9	0	0	0	233	1199	117	5	-1	
3	1	9	1	0	0	233	1199	117	5	-1	
4	1	9	1	1	0	233	1199	117	5	-1	
5	1	9	1	1	1	233	1199	117	5	95.000000	 
2	1	10	0	0	0	433	1204	142	7	-1	
3	1	10	1	0	0	433	1204	142	7	-1	
4	1	10	1	1	0	433	1204	142	7	-1	
5	1	10	1	1	1	433	1204	142	7	95.000000	 
2	1	11	0	0	0	734	1211	150	6	-1	
3	1	11	1	0	0	734	1211	150	6	-1	
4	1	11	1	1	0	734	1211	150	6	-1	
5	1	11	1	1	1	734	1211	150	6	95.000000	 
2	1	12	0	0	0	233	1133	1107	100	-1	
3	1	12	1	0	0	233	1133	1107	100	-1	
4	1	12	1	1	0	233	1133	1107	100	-1	
5	1	12	1	1	1	233	1133	182	42	94.708839	Number
5	1	12	1	1	2	430	1138	41	38	96.494057	of
5	1	12	1	1	3	483	1142	121	37	88.838226	votes
5	1	12	1	1	4	618	1138	87	78	95.263924	cast
5	1	12	1	1	5	716	1144	44	69	96.747009	in
5	1	12	1	1	6	777	1147	144	40	96.537910	favour
5	1	12	1	1	7	937	1152	42	37	96.541763	of
5	1	12	1	1	8	992	1156	108	67	96.920372	each
5	1	12	1	1	9	1111	1153	229	80	62.348637	candidate;
2	1	13	0	0	0	273	1203	1327	68	-1	
3	1	13	1	0	0	273	1203	1327	68	-1	
4	1	13	1	1	0	273	1203	1327	68	-1	
5	1	13	1	1	1	273	1220	86	35	36.439419	Aigm
5	1	13	1	1	2	363	1203	64	68	42.993198	eat
5	1	13	1	1	3	453	1208	187	53	60.833282	Candidate
5	1	13	1	1	4	1527	1232	73	3	44.619514	ve
2	1	14	0	0	0	231	1231	463	138	-1	
3	1	14	1	0	0	231	1231	463	138	-1	
4	1	14	1	1	0	233	1231	126	38	-1	
5	1	14	1	1	1	233	1220	4	41	39.143768	|
5	1	14	1	1	2	250	1220	109	49	39.143768	Nam
4	1	14	1	2	0	231	1262	463	107	-1	
5	1	14	1	2	1	231	1262	52	107	18.135818	z
5	1	14	1	2	2	283	1296	33	52	71.771652	i.
5	1	14	1	2	3	345	1289	194	63	77.886078	ODINGA
5	1	14	1	2	4	556	1294	138	39	91.331612	RAILA
2	1	15	0	0	0	550	1273	66	2	-1	
3	1	15	1	0	0	550	1273	66	2	-1	
4	1	15	1	1	0	550	1273	66	2	-1	
5	1	15	1	1	1	550	1273	66	2	95.000000	 
2	1	16	0	0	0	1771	1256	487	38	-1	
3	1	16	1	0	0	1771	1256	487	38	-1	
4	1	16	1	1	0	1771	1256	487	38	-1	
5	1	16	1	1	1	1771	1256	45	31	92.581436	No
5	1	16	1	1	2	1844	1271	14	18	92.369492	of
5	1	16	1	1	3	1890	1261	193	31	0.000000	VaticVetes
5	1	16	1	1	4	2101	1263	157	31	74.771698	Obtained
2	1	17	0	0	0	231	1245	2952	251	-1	
3	1	17	1	0	0	755	1245	2428	151	-1	
4	1	17	1	1	0	1721	1245	2	21	-1	
5	1	17	1	1	1	1721	1245	2	21	0.707001	:
4	1	17	1	2	0	755	1314	2428	114	-1	
5	1	17	1	2	1	755	1354	165	6	61.117813	AMOEL
5	1	17	1	2	2	1719	1322	206	63	27.441650	ae
5	1	17	1	2	3	2225	1314	110	114	42.819027	=r
5	1	17	1	2	4	3039	1331	144	65	69.504745	O84
3	1	17	2	0	0	231	1368	1492	128	-1	
4	1	17	2	1	0	231	1368	1492	72	-1	
5	1	17	2	1	1	227	1349	32	95	76.412323	|
5	1	17	2	1	2	282	1372	18	68	71.348587	2
5	1	17	2	1	3	339	1368	141	59	16.874023	AUTO
5	1	17	2	1	4	498	1373	200	56	91.192383	WILLIAM
5	1	17	2	1	5	717	1354	188	83	35.912590	SAMOEI
5	1	17	2	1	6	1719	1388	4	46	45.846077	|
4	1	17	2	2	0	279	1435	1444	61	-1	
5	1	17	2	2	1	279	1450	44	54	85.379044	3..
5	1	17	2	2	2	337	1445	217	59	23.063675	WAIHIGA
5	1	17	2	2	3	533	1450	186	58	93.147438	DAVID
5	1	17	2	2	4	714	1433	245	84	91.796150	MWAURE
5	1	17	2	2	5	1718	1435	5	28	0.000000	)
2	1	18	0	0	0	227	1485	2961	165	-1	
3	1	18	1	0	0	227	1485	2961	186	-1	
4	1	18	1	1	0	2777	1485	406	63	-1	
5	1	18	1	1	1	2777	1485	406	63	40.783836	———.0.00
4	1	18	1	2	0	231	1525	2957	119	-1	
5	1	18	1	2	1	231	1531	102	58	23.447403	_4.
5	1	18	1	2	2	340	1504	393	83	86.609619	WAJACKOYAH
5	1	18	1	2	3	708	1512	209	82	96.636505	GEORGE
5	1	18	1	2	4	938	1519	193	81	13.642700	LUCHIRI
5	1	18	1	2	5	2168	1581	32	7	6.182083	—
5	1	18	1	2	6	2999	1563	189	81	69.410675	“O02.
4	1	18	1	3	0	227	1600	2810	50	-1	
5	1	18	1	3	1	227	1600	69	50	17.365128	15
5	1	18	1	3	2	2961	1634	76	9	21.446396	mi
2	1	19	0	0	0	1719	1350	1295	15	-1	
3	1	19	1	0	0	1719	1350	1295	15	-1	
4	1	19	1	1	0	1719	1350	1295	15	-1	
5	1	19	1	1	1	1719	1350	1295	15	95.000000	 
2	1	20	0	0	0	531	1427	319	8	-1	
3	1	20	1	0	0	531	1427	319	8	-1	
4	1	20	1	1	0	531	1427	319	8	-1	
5	1	20	1	1	1	531	1427	319	8	95.000000	 
2	1	21	0	0	0	1719	1430	1279	11	-1	
3	1	21	1	0	0	1719	1430	1279	11	-1	
4	1	21	1	1	0	1719	1430	1279	11	-1	
5	1	21	1	1	1	1719	1430	1279	11	95.000000	 
2	1	22	0	0	0	230	1450	37	60	-1	
3	1	22	1	0	0	230	1450	12	60	-1	
4	1	22	1	1	0	231	1450	2	17	-1	
5	1	22	1	1	1	231	1450	2	17	8.710258	;
4	1	22	1	2	0	230	1496	37	14	-1	
5	1	22	1	2	1	230	1496	37	14	44.663181	=
2	1	23	0	0	0	1727	1515	1189	6	-1	
3	1	23	1	0	0	1727	1515	1189	6	-1	
4	1	23	1	1	0	1727	1515	1189	6	-1	
5	1	23	1	1	1	1727	1515	1189	6	95.000000	 
2	1	24	0	0	0	1734	1579	1233	11	-1	
3	1	24	1	0	0	1734	1579	1233	11	-1	
4	1	24	1	1	0	1734	1579	1233	11	-1	
5	1	24	1	1	1	1734	1579	1233	11	95.000000	 
2	1	25	0	0	0	3198	1267	5	370	-1	
3	1	25	1	0	0	3198	1267	5	370	-1	
4	1	25	1	1	0	3198	1267	5	370	-1	
5	1	25	1	1	1	3198	1267	5	370	95.000000	 
2	1	26	0	0	0	246	1610	1474	48	-1	
3	1	26	1	0	0	246	1610	1474	48	-1	
4	1	26	1	1	0	246	1610	1474	48	-1	
5	1	26	1	1	1	246	1610	1474	48	95.000000	 
2	1	27	0	0	0	246	1654	337	9	-1	
3	1	27	1	0	0	246	1654	337	9	-1	
4	1	27	1	1	0	246	1654	337	9	-1	
5	1	27	1	1	1	246	1654	337	9	95.000000	 
2	1	28	0	0	0	1725	1668	462	21	-1	
3	1	28	1	0	0	1725	1668	462	21	-1	
4	1	28	1	1	0	1725	1668	462	21	-1	
5	1	28	1	1	1	1725	1668	462	21	95.000000	 
2	1	29	0	0	0	337	1653	2179	86	-1	
3	1	29	1	0	0	337	1653	2179	86	-1	
4	1	29	1	1	0	337	1653	2179	86	-1	
5	1	29	1	1	1	337	1653	2179	86	95.000000	 
2	1	30	0	0	0	337	1688	1381	51	-1	
3	1	30	1	0	0	337	1688	1381	51	-1	
4	1	30	1	1	0	337	1688	1381	51	-1	
5	1	30	1	1	1	337	1688	1381	51	95.000000	 
2	1	31	0	0	0	1911	1741	406	18	-1	
3	1	31	1	0	0	1911	1741	406	18	-1	
4	1	31	1	1	0	1911	1741	406	18	-1	
5	1	31	1	1	1	1911	1741	406	18	95.000000	 
2	1	32	0	0	0	226	1623	2980	177	-1	
3	1	32	1	0	0	3000	1623	200	18	-1	
4	1	32	1	1	0	3000	1623	200	18	-1	
5	1	32	1	1	1	3000	1623	200	18	20.254135	ee
3	1	32	2	0	0	2533	1640	669	23	-1	
4	1	32	2	1	0	2533	1640	669	23	-1	
5	1	32	2	1	1	2533	1652	101	7	0.000000	Lee
5	1	32	2	1	2	2925	1640	34	4	50.633224	1a
5	1	32	2	1	3	3200	1644	2	19	95.085068	|
3	1	32	3	0	0	375	1641	2827	42	-1	
4	1	32	3	1	0	375	1641	2827	42	-1	
5	1	32	3	1	1	375	1641	112	31	33.880585	——————
5	1	32	3	1	2	2200	1669	17	2	12.549362	_
5	1	32	3	1	3	2319	1664	30	4	0.000000	f—
5	1	32	3	1	4	3200	1667	2	16	85.624878	|
3	1	32	4	0	0	226	1663	2977	83	-1	
4	1	32	4	1	0	226	1663	2977	83	-1	
5	1	32	4	1	1	226	1663	20	83	17.818314	L
5	1	32	4	1	2	733	1665	22	1	1.654022	5
5	1	32	4	1	3	1684	1679	35	29	39.662552	|
5	1	32	4	1	4	3011	1695	192	22	12.863846	peices
4	1	32	4	2	0	276	1696	2657	48	-1	
5	1	32	4	2	1	276	1696	18	23	30.387283	b
5	1	32	4	2	2	2368	1727	315	17	5.200226	MTs
5	1	32	4	2	3	2902	1717	31	4	54.936348	—
3	1	32	5	0	0	273	1748	2933	52	-1	
4	1	32	5	1	0	273	1748	2933	52	-1	
5	1	32	5	1	1	273	1760	19	22	44.970184	4
5	1	32	5	1	2	1267	1748	19	45	45.674644	Ei
5	1	32	5	1	3	1586	1762	296	17	28.628174	a
5	1	32	5	1	4	2894	1798	16	2	26.194351	=
5	1	32	5	1	5	2984	1788	149	7	0.000000	—————
5	1	32	5	1	6	3173	1775	33	16	69.672165	|
2	1	33	0	0	0	1283	1775	301	11	-1	
3	1	33	1	0	0	1283	1775	301	11	-1	
4	1	33	1	1	0	1283	1775	301	11	-1	
5	1	33	1	1	1	1283	1775	301	11	95.000000	 
2	1	34	0	0	0	246	1770	1338	44	-1	
3	1	34	1	0	0	246	1770	1338	44	-1	
4	1	34	1	1	0	246	1770	1338	44	-1	
5	1	34	1	1	1	246	1770	1338	44	95.000000	 
2	1	35	0	0	0	507	1772	1077	39	-1	
3	1	35	1	0	0	507	1772	1077	39	-1	
4	1	35	1	1	0	507	1772	1077	39	-1	
5	1	35	1	1	1	507	1772	1077	39	95.000000	 
2	1	36	0	0	0	1930	1821	404	16	-1	
3	1	36	1	0	0	1930	1821	404	16	-1	
4	1	36	1	1	0	1930	1821	404	16	-1	
5	1	36	1	1	1	1930	1821	404	16	95.000000	 
2	1	37	0	0	0	267	1835	1633	52	-1	
3	1	37	1	0	0	267	1835	1633	52	-1	
4	1	37	1	1	0	267	1835	1633	52	-1	
5	1	37	1	1	1	267	1835	1633	52	95.000000	 
2	1	38	0	0	0	250	1846	1450	43	-1	
3	1	38	1	0	0	250	1846	1450	43	-1	
4	1	38	1	1	0	250	1846	1450	43	-1	
5	1	38	1	1	1	250	1846	1450	43	95.000000	 
2	1	39	0	0	0	1612	1899	588	23	-1	
3	1	39	1	0	0	1612	1899	588	23	-1	
4	1	39	1	1	0	1612	1899	588	23	-1	
5	1	39	1	1	1	1612	1899	588	23	95.000000	 
2	1	40	0	0	0	401	1897	1799	64	-1	
3	1	40	1	0	0	401	1897	1799	64	-1	
4	1	40	1	1	0	401	1897	1799	64	-1	
5	1	40	1	1	1	401	1897	1799	64	95.000000	 
2	1	41	0	0	0	214	1984	1578	62	-1	
3	1	41	1	0	0	214	1984	1578	62	-1	
4	1	41	1	1	0	214	1984	1578	62	-1	
5	1	41	1	1	1	214	1984	1578	62	95.000000	 
2	1	42	0	0	0	214	2035	603	14	-1	
3	1	42	1	0	0	214	2035	603	14	-1	
4	1	42	1	1	0	214	2035	603	14	-1	
5	1	42	1	1	1	214	2035	603	14	95.000000	 
2	1	43	0	0	0	214	2042	603	13	-1	
3	1	43	1	0	0	214	2042	603	13	-1	
4	1	43	1	1	0	214	2042	603	13	-1	
5	1	43	1	1	1	214	2042	603	13	95.000000	 
2	1	44	0	0	0	1901	2055	333	12	-1	
3	1	44	1	0	0	1901	2055	333	12	-1	
4	1	44	1	1	0	1901	2055	333	12	-1	
5	1	44	1	1	1	1901	2055	333	12	95.000000	 
2	1	45	0	0	0	240	2035	2285	88	-1	
3	1	45	1	0	0	240	2035	2285	88	-1	
4	1	45	1	1	0	240	2035	2285	88	-1	
5	1	45	1	1	1	240	2035	2285	88	95.000000	 
2	1	46	0	0	0	210	2197	590	13	-1	
3	1	46	1	0	0	210	2197	590	13	-1	
4	1	46	1	1	0	210	2197	590	13	-1	
5	1	46	1	1	1	210	2197	590	13	95.000000	 
2	1	47	0	0	0	350	2308	67	4	-1	
3	1	47	1	0	0	350	2308	67	4	-1	
4	1	47	1	1	0	350	2308	67	4	-1	
5	1	47	1	1	1	350	2308	67	4	95.000000	 
2	1	48	0	0	0	167	1912	3060	1467	-1	
3	1	48	1	0	0	167	1912	3060	1461	-1	
4	1	48	1	1	0	219	1912	2964	61	-1	
5	1	48	1	1	1	219	1917	4	25	34.994270	|
5	1	48	1	1	2	268	1914	28	36	63.514881	9.
5	1	48	1	1	3	1687	1912	30	54	86.309555	=
5	1	48	1	1	4	2314	1956	317	17	33.783279	a
5	1	48	1	1	5	3091	1932	92	7	14.929962	u—
4	1	48	1	2	0	217	1956	2990	65	-1	
5	1	48	1	2	1	217	1956	425	19	0.000000	—————E
5	1	48	1	2	2	1800	1977	366	15	0.000000	——_————
5	1	48	1	2	3	3033	1983	174	38	0.000000	acsmsasncull
4	1	48	1	3	0	214	1990	2992	76	-1	
5	1	48	1	3	1	214	1990	69	52	70.041138	10
5	1	48	1	3	2	1419	2006	12	4	19.693184	:
5	1	48	1	3	3	2283	2052	12	2	40.976009	:
5	1	48	1	3	4	2609	2037	24	3	17.230751	——
5	1	48	1	3	5	3202	2017	4	49	21.697815	)
4	1	48	1	4	0	265	2031	2943	81	-1	
5	1	48	1	4	1	265	2069	12	9	0.999969	.
5	1	48	1	4	2	371	2031	102	27	10.213860	————
5	1	48	1	4	3	557	2049	14	3	34.879616	=
5	1	48	1	4	4	918	2058	41	2	57.306934	=
5	1	48	1	4	5	1036	2043	28	28	0.000000	a
5	1	48	1	4	6	1189	2064	62	3	34.815392	i
5	1	48	1	4	7	1400	2067	17	2	91.292137	=
5	1	48	1	4	8	2094	2058	20	4	96.193596	=
5	1	48	1	4	9	3000	2100	50	4	32.467056	——_—
5	1	48	1	4	10	3129	2066	79	46	0.000000	Lard
4	1	48	1	5	0	244	2069	2704	64	-1	
5	1	48	1	5	1	244	2069	31	36	64.372269	iH
5	1	48	1	5	2	2266	2125	136	8	46.030869	ar
5	1	48	1	5	3	2500	2114	198	11	12.766609	—__—
5	1	48	1	5	4	2841	2104	107	7	0.661774	i
4	1	48	1	6	0	211	2105	1580	78	-1	
5	1	48	1	6	1	211	2105	4	59	41.360199	|
5	1	48	1	6	2	237	2138	91	37	37.119846	lotal
5	1	48	1	6	3	344	2144	156	33	76.442352	number
5	1	48	1	6	4	515	2126	30	53	93.288620	of
5	1	48	1	6	5	633	2131	134	52	51.320530	valid-vetes
5	1	48	1	6	6	790	2134	93	43	56.375031	cast
5	1	48	1	6	7	1721	2146	70	6	27.308273	=
4	1	48	1	7	0	203	2255	2324	78	-1	
5	1	48	1	7	1	203	2255	159	50	89.348152	Polling
5	1	48	1	7	2	379	2258	156	41	96.965485	Station
5	1	48	1	7	3	555	2263	201	54	72.260834	Counts
5	1	48	1	7	4	767	2315	149	5	23.233849	si
5	1	48	1	7	5	1018	2321	78	3	26.750694	pe
